Reindeer Games,124
Wonder Boys,111
Deterrence,101
Judy Berlin,93
Mifune,98
The Waiting Game,85
3 Strikes,82
Chain of Fools,96
Drowning Mona,96
The Next Best Thing,108
What Planet Are You From?,105
Beyond the Mat,102
Ghost Dog: The Way of the Samurai,116
The Year My Voice Broke,105
Splendor in the Grass,124
My Tutor,97
The Legend of Lobo,67
The Killing of Sister George,138
Key Largo,100
Jail Bait,74
It Happened Here,93
I'll Never Forget What's'isname,97
For All Mankind,80
Cross of Iron,132
Bride of the Monster,69
Born Yesterday,103
Birdy,120
And God Created Woman,100
Blood Feast,67
"Charlie, the Lonesome Cougar",75
Color Me Blood Red,79
Never Cry Wolf,105
The Night Visitor,106
The Perils of Pauline,96
A Raisin in the Sun,128
Two Thousand Maniacs!,87
Brown's Requiem,104
The Closer You Get,93
Mission to Mars,114
The Ninth Gate,133
Condo Painting,0
East/West,125
Defending Your Life,112
Breaking Away,100
Hoosiers,114
Bull Durham,108
Dog Day Afternoon,125
American Graffiti,110
The Asphalt Jungle,112
The Searchers,119
The Devil's Brigade,130
The Big Country,165
Any Number Can Win,118
Betrayed,127
Bound for Glory,147
The Bridge at Remagen,117
Buck and the Preacher,102
Daughters of the Dust,112
Destination Moon,91
The Fantastic Night,103
Hangmen Also Die!,134
The Ogre,118
On the Beach,134
Railroaded!,72
Slaves to the Underground,93
Song of Freedom,80
Big Fella,0
The Taking of Pelham One Two Three,104
Volunteers,107
JFK,189
Who's Harry Crumb?,94
Harry and the Hendersons,110
Let's Get Harry,102
Shanghai Surprise,97
Who's That Girl,92
She-Devil,99
Date With an Angel,105
Blind Date,95
Nadine,83
The Muppet Movie,97
The Great Muppet Caper,95
The Muppets Take Manhattan,94
Sesame Street Presents Follow That Bird,88
We're Back! A Dinosaur's Story,72
Baby: Secret of the Lost Legend,95
Turtle Diary,97
Raise the Titanic,115
Titanic,98
A Night to Remember,123
Captain Horatio Hornblower R.N.,117
The Carriers Are Waiting,94
Erin Brockovich,131
Final Destination,98
Soft Fruit,101
Babymother,82
The Bear,94
Impact,111
Love Is a Many-Splendored Thing,102
Mirror,106
The Crimson Pirate,105
Thelma & Louise,130
Something For Everyone,112
...And Justice for All,119
Animal House,109
She's Gotta Have It,84
School Daze,121
Do the Right Thing,120
Mo' Better Blues,129
Jungle Fever,132
Coogan's Bluff,93
The Champ,121
Creature Comforts,5
Death Wish,93
Death Wish 2,88
Death Wish 3,92
Death Wish 4: The Crackdown,99
Death Wish 5: The Face of Death,95
Double Indemnity,107
Dying Young,111
Cool as Ice,91
Teenage Mutant Ninja Turtles,93
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,88
Teenage Mutant Ninja Turtles III,96
Red Dawn,114
Band of the Hand,109
Born American,97
Bloodsport,92
Eyes of Laura Mars,104
Funny Bones,128
The Good Earth,138
"Good Morning, Vietnam",121
The Good Mother,104
Grumpy Old Men,103
Guess Who's Coming to Dinner,108
Romeo Must Die,115
Here On Earth,96
Whatever It Takes,94
Buddy Boy,105
The Color of Paradise,90
Waking the Dead,105
Blood and Sand,113
Gothic,84
Hillbillys in a Haunted House,86
Lord of the Flies,92
Modern Times,87
National Lampoon's Last Resort,90
Solar Crisis,112
That's Life!,102
Heart and Souls,104
Hud,112
The Hustler,134
Inherit the Wind,128
Dersu Uzala,144
Close Encounters of the Third Kind,135
The City of the Dead,76
Jonah Who Will Be 25 in the Year 2000,116
Retroactive,91
A Place in the Sun,122
Jacob's Ladder,113
Empire Records,90
La Bamba,108
Ladyhawke,121
Lucas,108
High Fidelity,113
The Road to El Dorado,89
The Skulls,106
Autopsy,85
Devil Girl from Mars,77
El Dorado,120
The Hideous Sun Demon,74
Hook,144
Horror Express,90
My Chauffeur,97
The Son of the Sheik,68
Torso,97
True Grit,128
Roadside Prophets,96
Madame Sousatzka,122
Max Dugan Returns,98
Midnight Express,121
Misery,107
Mr. Saturday Night,119
Murphy's Romance,107
My Life,114
Solaris,167
Network,121
No Way Out,114
North Dallas Forty,119
The Odd Couple,106
The Outlaw Josey Wales,135
Black and White,98
Frequency,118
Ready to Rumble,107
Return to Me,115
Rules of Engagement,128
Joe Gould's Secret,104
Me Myself I,104
"Bell, Book and Candle",106
The Bells,68
The End of Violence,122
Force 10 from Navarone,118
How to Stuff a Wild Bikini,93
Mystery Train,113
Sacco & Vanzetti,120
Taffin,96
Arthur,97
Bachelor Party,105
Parenthood,124
Predator,107
The Prince of Tides,132
The Postman Always Rings Twice,122
Smoking / No Smoking,298
All the Vermeers in New York,87
An Actor's Revenge,113
28 Days,103
American Psycho,102
Keeping the Faith,127
Where the Money is,89
East Is East,97
The Filth and the Fury,108
Passion of Mind,105
Third World Cop,98
Coming Apart,110
Diner,110
Shakes the Clown,87
Cabaret,124
What Ever Happened to Baby Jane?,135
Prick Up Your Ears,111
Auntie Mame,143
Guys and Dolls,150
The Hunger,97
Marathon Man,125
Caddyshack,98
Gossip,90
Love & Basketball,124
U-571,116
The Virgin Suicides,97
Jennifer Eight,124
The Law,126
Limelight,137
Empire of Passion,105
Stacy's Knights,100
Committed,98
The Crow: Salvation,102
The Flintstones in Viva Rock Vegas,90
Where the Heart Is,120
The Big Kahuna,90
Bossa Nova,95
Smiling Fish & Goat On Fire,90
The Idiots,117
The Last September,103
Timecode,97
Carnosaur,83
Carnosaur 2,83
Carnosaur 3: Primal Species,85
Defying Gravity,92
The Hidden,96
Two Moon Junction,104
Gladiator,155
I Dreamed of Africa,114
Up at the Villa,115
Human Traffic,99
"Jails, Hospitals & Hip-Hop",90
Black Tights,140
Breathless,100
The Great Locomotive Chase,85
The Idolmaker,117
Inferno,107
The King of Marvin Gardens,103
"The Nibelungs, Tale 1: Siegfried",91
The Lords of Flatbush,86
Mr. Mom,91
Time Masters,75
Battlefield Earth,118
Center Stage,115
Held Up,89
Screwed,81
Whipped,82
Hamlet,112
Anchors Aweigh,143
Blue Hawaii,102
The Castaway Cowboy,91
G.I. Blues,104
The Gay Deceivers,97
Gypsy,143
King Creole,116
On the Town,98
One Little Indian,90
Pee-wee's Big Adventure,90
Regret to Inform,72
Roustabout,101
Saludos Amigos,42
The Slipper and the Rose,146
Things Change,100
Honeymoon in Vegas,96
Dinosaur,82
Loser,98
Road Trip,93
Small Time Crooks,94
The Hollywood Knights,91
The Myth Of Fingerprints,93
Possession,123
The Twelve Chairs,94
Mission: Impossible II,123
Shanghai Noon,110
Better Living Through Circuitry,85
8 Â½ Women,118
Carnival of Souls,78
Flying Tigers,102
The Gold Rush,95
Lisa and the Devil,92
It's in the Water,100
Monsieur Verdoux,124
On Her Majesty's Secret Service,142
Seven Days in May,118
The Spy Who Loved Me,125
Those Who Love Me Can Take the Train,122
Vagabond,105
Moonraker,126
The Man with the Golden Gun,125
A King in New York,110
A Woman of Paris,78
In Old California,91
The Fighting Seabees,100
Dark Command,94
ClÃ©o from 5 to 7,90
Big Momma's House,98
Running Free,81
The Abominable Snowman,91
American Gigolo,117
Anguish,86
The Blood Spattered Bride,100
City of the Living Dead,93
The Endless Summer,95
The Guns of Navarone,158
La Grande Bouffe,135
Lured,102
Pandora and the Flying Dutchman,122
Quatermass and the Pit,97
Quatermass II,85
Puppet Master,85
Puppet Master II,88
Puppet Master III Toulon's Revenge,86
Puppet Master 4,79
Puppet Master 5: The Final Chapter,82
Curse of the Puppet Master,90
Retro Puppet Master,80
Rent-a-Cop,96
Romeo and Juliet,138
Stay Tuned,87
The Story of G.I. Joe,108
Blazing Saddles,93
Benji,86
Benji the Hunted,88
For the Love of Benji,85
White Christmas,120
Eraserhead,89
Baraka,96
The Man with the Golden Arm,119
The Decline of Western Civilization,100
The Decline of Western Civilization Part II: The Metal Years,93
For a Few Dollars More,132
Magnum Force,124
Blood Simple,97
The Fabulous Baker Boys,114
Prizzi's Honor,124
Flatliners,115
Gandahar,83
Porky's,94
Porky's II: The Next Day,98
Porky's 3: Revenge,92
Private School,89
Class of Nuke 'Em High,85
The Toxic Avenger,82
The Toxic Avenger Part II,96
The Toxic Avenger Part III: The Last Temptation of Toxie,102
Night of the Creeps,88
Predator 2,108
The Running Man,101
Starman,115
The Brother from Another Planet,108
Alien Nation,91
Mad Max,93
Mad Max 2: The Road Warrior,95
Mad Max Beyond Thunderdome,107
Bird on a Wire,110
Angel Heart,113
Nine 1/2 Weeks,117
Firestarter,114
Sleepwalkers,91
Action Jackson,96
Sarafina!,117
Soapdish,97
The Long Walk Home,97
Clara's Heart,108
Burglar,103
Fatal Beauty,104
Gone in Sixty Seconds,118
American Pimp,87
Love's Labour's Lost,93
Sunshine,181
Trixie,116
American Virgin,88
Hamlet,130
Coming Home,127
American Pop,96
Assault on Precinct 13,91
Near Dark,95
One False Move,105
Shaft,100
The Conversation,113
Cutter's Way,105
The Fury,118
The Paper Chase,113
Prince of the City,167
Serpico,129
Ace in the Hole,111
Lonely Are the Brave,107
The Sugarland Express,110
Trouble in Paradise,83
Big Trouble in Little China,99
Badlands,94
Battleship Potemkin,75
Boys and Girls,94
Shaft,99
Titan A.E.,94
Butterfly,96
Jesus' Son,107
The Match,95
Time Regained,169
Boricua's Bond,105
Chicken Run,84
"Me, Myself & Irene",116
The Patriot,165
The Adventures of Rocky & Bullwinkle,88
The Perfect Storm,130
The Golden Bowl,130
Asylum,88
Communion,103
Fun & Fancy Free,73
The Kentucky Fried Movie,83
Bound by Honor,180
Daughter of Dr. Jekyll,71
F/X,109
F/X2,108
The Hot Spot,130
Missing in Action,101
Missing in Action 2: The Beginning,100
Braddock: Missing in Action III,101
Thunderbolt and Lightfoot,115
Dreamscape,99
The Golden Voyage of Sinbad,105
Hatchet for the Honeymoon,83
House Party,100
House Party 2,94
Make Mine Music,75
Melody Time,72
Nekromantik,75
On Our Merry Way,107
Project Moon Base,63
Rocketship X-M,77
Shaft in Africa,112
Shaft's Big Score!,104
Croupier,94
The Kid,104
Scary Movie,88
But I'm a Cheerleader,85
Shower,92
Blow-Up,111
The Pawnbroker,116
Groove,86
Footloose,107
Duel in the Sun,144
X-Men,104
Chuck & Buck,96
The Five Senses,106
The Wisdom of Crocodiles,98
The In Crowd,105
What Lies Beneath,130
PokÃ©mon: The Movie 2000,84
Criminal Lovers,96
Anatomy of a Murder,160
Freejack,110
Greaser's Palace,91
H.O.T.S.,98
Knightriders,145
Mackenna's Gold,128
Sinbad and the Eye of the Tiger,113
Two Women,100
What About Bob?,100
White Sands,101
Breaker Morant,107
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,88
Interiors,93
Love and Death,85
The Official Story,112
The Other Side of Sunday,103
Pot o' Gold,86
Tampopo,114
Thomas and the Magic Railroad,85
Nutty Professor II: The Klumps,106
The Girl on the Bridge,90
Wonderland,108
Autumn in New York,103
Coyote Ugly,100
Hollow Man,112
Space Cowboys,130
Better Living,95
Mad About Mambo,92
Psycho Beach Party,95
Saving Grace,93
Black Sabbath,92
The Brain That Wouldn't Die,82
Bronco Billy,116
The Crush,89
Kelly's Heroes,144
Phantasm II,97
Phantasm III: Lord of the Dead,91
Phantasm IV: Oblivion,90
Pumpkinhead,86
Air America,112
Sleepaway Camp,85
Steel Magnolias,119
...And God Created Woman,95
Easy Money,95
Ilsa: She Wolf of the SS,96
Silent Fall,101
The Spiral Staircase,83
What Ever Happened to Aunt Alice?,101
Margaret Cho: I'm the One That I Want,96
The Tao of Steve,87
The Tic Code,91
Aimee & Jaguar,125
An Affair of Love,80
The Autumn Heart,110
Bless the Child,107
Cecil B. Demented,87
The Eyes of Tammy Faye,79
The Opportunists,90
The Replacements,118
About Adam,105
The Cell,107
Godzilla 2000,107
The Original Kings of Comedy,115
Sunset Strip,90
All the Rage,99
The Naked Gun: From the Files of Police Squad!,85
The Naked Gun 2Â½: The Smell of Fear,85
Our Town,90
Shane,118
"Suddenly, Last Summer",114
Cat Ballou,97
A Couch in New York,108
The Devil Rides Out,96
Jerry and Tom,107
Supergirl,124
X: The Unknown,81
The Art of War,117
The Ballad of Ramblin' Jack,112
Phish: Bittersweet Motel,82
Bring It On,98
Catfish in Black Bean Sauce,119
The Crew,88
Love & Sex,82
Steal This Movie,107
Went to Coney Island on a Mission from God... Be Back by Five,94
Skipped Parts,100
Highlander: Endgame,87
Backstage,86
Turn It Up,86
Anatomy,103
Nurse Betty,108
Alone,101
The Watcher,96
The Way of the Gun,119
Almost Famous,122
Bait,119
Circus,95
Crime + Punishment in Suburbia,100
Duets,112
Goya in Bordeaux,100
Urbania,103
Uninvited Guest,116
The Specials,82
Under Suspicion,110
Prince of Central Park,109
Urban Legends: Final Cut,97
Woman on Top,92
Dancer in the Dark,140
Best in Show,90
Beautiful,112
Barenaked in America,0
The Broken Hearts Club: A Romantic Comedy,94
Girlfight,110
Remember the Titans,113
Hellraiser,94
Hellbound: Hellraiser II,97
Hellraiser III: Hell on Earth,93
"Faraway, So Close!",144
Beach Party,101
Bikini Beach,99
Return of the Fly,80
Pajama Party,82
Stranger Than Paradise,89
Voyage to the Bottom of the Sea,105
Fantastic Voyage,100
Abbott and Costello Meet Frankenstein,83
The Bank Dick,72
Creature from the Black Lagoon,79
The Giant Gila Monster,74
The Invisible Man,71
The Killer Shrews,69
Kronos,78
Phantom of the Opera,92
Runaway,100
The Slumber Party Massacre,77
Slumber Party Massacre II,75
Slumber Party Massacre III,87
Sorority House Massacre,74
Sorority House Massacre II,80
Bamboozled,135
Bootmen,89
Digimon: The Movie,82
Get Carter,102
Get Carter,112
Meet the Parents,108
Requiem for a Dream,102
Tigerland,101
Two Family House,104
The Contender,126
Dr. T and the Women,121
Just Looking,97
The Ladies Man,84
Lost Souls,97
Billy Jack,114
Billy Jack Goes to Washington,155
The Time Machine,103
Haunted,108
Ghoulies,81
Ghoulies II,89
The Unsinkable Molly Brown,128
The Adventures of Ichabod and Mr. Toad,68
The Strange Love of Martha Ivers,116
Detour,67
Billy Elliot,110
Bedazzled,93
Pay It Forward,122
The Beyond,87
The Private Eyes,91
The Legend of Drunken Master,102
Book of Shadows: Blair Witch 2,90
The Little Vampire,95
Lucky Numbers,105
Stardom,100
Charlie's Angels,98
The Legend of Bagger Vance,126
Little Nicky,90
Men of Honor,129
Red Planet,106
What's Cooking?,110
You Can Count on Me,111
Diamonds Are Forever,120
The Eagle Has Landed,135
The 6th Day,123
Bounce,106
How the Grinch Stole Christmas,104
One Day in September,94
Rugrats in Paris: The Movie,78
102 Dalmatians,100
Malena,109
Quills,124
Unbreakable,106
Boys Life 3,79
"Crouching Tiger, Hidden Dragon",120
Dungeons & Dragons,107
Proof of Life,135
Vertical Limit,124
The Bounty,132
Code of Silence,101
"Planes, Trains and Automobiles",93
She's Having a Baby,106
Secrets of the Heart,105
The Living Daylights,130
The Transformers: The Movie,84
Wall Street,126
Born on the Fourth of July,145
Talk Radio,110
Brewster's Millions,97
Snatch,103
Punchline,123
Mr Accident,89
Chocolat,121
"Dude, Whereâ€™s My Car?",83
The Emperor's New Groove,78
Pollock,122
What Women Want,127
Finding Forrester,136
The Gift,111
Before Night Falls,134
Cast Away,143
The Family Man,125
The House of Mirth,140
Miss Congeniality,111
Nowhere to Hide,112
"O Brother, Where Art Thou?",106
Songcatcher,109
State and Main,102
Dracula 2000,99
All the Pretty Horses,117
An Everlasting Piece,103
Thirteen Days,145
Traffic,147
The Claim,120
Shadow of the Vampire,92
House of Games,102
Kill Me Again,94
Annie,127
Don't Tell Mom the Babysitter's Dead,105
An Officer and a Gentleman,124
The Alamo,167
At Close Range,111
Breaker! Breaker!,86
Breakheart Pass,95
Friendly Persuasion,137
Gettysburg,254
Imaginary Crimes,105
Rancho Deluxe,93
The St  Francisville Experiment,79
Antitrust,108
Double Take,88
Save the Last Dance,112
Panic,88
The Pledge,123
Kids World,93
The Personals,96
The Amati Girls,91
Love Field,102
The Man in the Moon,99
Mystic Pizza,104
Prelude to a Kiss,105
Coffy,91
Foxy Brown,94
I'm Gonna Git You Sucka,88
Untamed Heart,102
Sugar & Spice,81
The Wedding Planner,103
Amy,104
Dog Run,0
Faithless,142
The Invisible Circus,93
The Legend of Rita,102
A Monkey's Tale,80
Two Ninas,88
"Harry, He's Here To Help",117
Amazing Grace and Chuck,114
Amazon Women on the Moon,85
Baby Boom,110
Back to the Beach,92
Barfly,100
Best Seller,95
Beverly Hills Cop II,100
Beverly Hills Cop,105
The Big Easy,102
Big Shots,94
The Big Town,109
Born in East L.A.,85
The Brave Little Toaster,90
Can't Buy Me Love,94
Cherry 2000,99
Cop,110
Critical Condition,100
Cry Freedom,157
Curse,85
Dead of Winter,100
The Dead,83
Death Before Dishonor,91
Disorderlies,86
Dogs in Space,103
Eddie Murphy Raw,90
Empire of the Sun,153
Ernest Goes to Camp,92
The Evil Dead,85
Extreme Prejudice,101
Family Viewing,86
Five Corners,90
Flowers in the Attic,93
The Fourth Protocol,119
Gardens of Stone,111
Julia and Julia,98
The Glass Menagerie,134
"Good Morning, Babylon",117
Hiding Out,98
Hollywood Shuffle,78
Hope and Glory,113
Hot Pursuit,93
Housekeeping,116
Hunk,102
Innerspace,120
Ironweed,143
Ishtar,107
Jaws: The Revenge,89
Leonard Part 6,85
Less Than Zero,98
Like Father Like Son,96
The Lost Boys,97
Made in Heaven,103
Maid to Order,93
Making Mr. Right,98
Mannequin,89
Masters of the Universe,106
Million Dollar Mystery,95
The Monster Squad,82
A Month in the Country,96
Morgan Stewart's Coming Home,96
My Demon Lover,90
No Man's Land,106
North Shore,96
Head Over Heels,86
Left Behind,96
Valentine,96
In the Mood for Love,98
Fever,110
The Million Dollar Hotel,122
Nico and Dani,91
Hannibal,131
Saving Silverman,90
Signs & Wonders,105
The Taste of Others,112
Vatel,125
Down to Earth,87
Recess: School's Out,83
Sweet November,119
Company Man,86
The Price of Milk,87
Monkeybone,93
3000 Miles to Graceland,125
The Widow of Saint-Pierre,112
The Mexican,123
See Spot Run,94
Carman: The Champion,90
The Caveman's Valentine,105
"Me, You, Them",104
Series 7: The Contenders,86
15 Minutes,120
Get Over It,87
Blow Dry,91
Hit and Runway,108
Long Night's Journey Into Day,94
Simon Magus,101
When Brendan Met Trudy,95
Avalon,126
Gray's Anatomy,80
Madadayo,134
The Mirror Crack'd,105
Of Mice and Men,106
Pixote,128
Reform School Girls,94
Tapeheads,93
Tuff Turf,112
The Unbelievable Truth,90
The Bishop's Wife,109
Elvis That's the Way It Is,109
The Fortune Cookie,125
Lilies of the Field,94
Hans Christian Andersen,112
The Greatest Story Ever Told,199
Elmer Gantry,146
Alfie,114
Demetrius and the Gladiators,101
The Fantasticks,86
I Know Where I'm Going!,91
The Abominable Dr. Phibes,94
"Die, Monster, Die!",80
Real Life,99
Battle Beyond the Stars,104
Death Warrant,93
Double Impact,110
The End,110
Fuzz,93
Harley Davidson and the Marlboro Man,98
Losin' It,100
Mermaids,110
The Mighty Quinn,98
Unmade Beds,95
Rated X,115
Manhunter,119
Reversal of Fortune,111
Death on the Nile,140
DeepStar Six,105
Revenge of the Nerds,90
Revenge of the Nerds II: Nerds in Paradise,98
Longtime Companion,96
4 Little Girls,102
River's Edge,99
Girls Just Want to Have Fun,87
The Longest Yard,121
Necessary Roughness,108
C.H.U.D.,88
Enemy at the Gates,131
Exit Wounds,101
The Dish,101
Memento,113
The Brothers,106
Heartbreakers,123
Say It Isn't So,95
Too Much Sleep,88
Someone Like You...,97
Spy Kids,88
Tomcats,95
The Tailor of Panama,109
Amores perros,154
Keep the River on Your Right: A Modern Cannibal Tale,82
The Gleaners & I,82
Along Came a Spider,104
Blow,124
Just Visiting,88
PokÃ©mon: Spell of the Unknown,93
Beautiful Creatures,85
Brigham City,119
The Day I Became a Woman,74
Shadow Magic,116
Bridget Jones's Diary,97
Joe Dirt,91
Josie and the Pussycats,98
Kingdom Come,88
The Body,109
Chopper,94
The Circle,90
Lakeboat,98
Crocodile Dundee in Los Angeles,92
Freddy Got Fingered,87
The Center of the World,88
The Girl,0
The Low Down,96
The Luzhin Defence,109
The Visit,107
Lilies,95
Scarface,170
Days of Wine and Roses,117
Driven,116
The Forsaken,90
One Night at McCool's,93
Town & Country,104
Rat,89
The Mummy Returns,130
Eureka,217
Tuvalu,92
Under the Sand,92
Cleopatra,248
Krull,117
Lost in America,91
The Lost World,106
Triumph of the Will,114
True Believer,105
The World According to Garp,136
Candy,124
Fellini Satyricon,129
Roma,128
Frankie and Johnny,87
Frankie and Johnny,118
A Home of Our Own,104
Paris When It Sizzles,110
Pola X,134
City of Women,149
For the Boys,138
Nine to Five,110
Norma Rae,110
Summer Rental,87
"The 5,000 Fingers of Dr. T.",89
Catchfire,98
Love Story,99
Pelle the Conqueror,157
Rififi,122
A Knight's Tale,132
Bread and Roses,110
Calle 54,105
The King Is Alive,110
Sordid Lives,111
Startup.com,107
Angel Eyes,102
Shrek,90
Fast Food Fast Women,95
Moulin Rouge!,127
Little Brothers,0
Pearl Harbor,183
Bloody Angels,100
Himalaya,108
The Man Who Cried,96
Our Song,95
Gabriela,0
Ice Castles,108
Love Potion No. 9,97
Postcards from the Edge,101
Apache,91
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",123
City Slickers,112
Eight Men Out,119
The Horse Soldiers,115
The Kentuckian,104
La Notte,115
Mississippi Burning,128
The Magnificent Seven,128
Return of the Seven,95
Rio Bravo,141
The Scarlet Empress,104
Semi-Tough,108
Suspect,121
Throw Momma from the Train,88
Yi Yi,173
Midnight Madness,112
Nightwatch,107
The Sand Pebbles,182
Twelve O'Clock High,132
Von Ryan's Express,117
The Animal,84
What's the Worst That Could Happen?,94
Big Eden,117
Evolution,101
Swordfish,99
The Anniversary Party,115
Bride of the Wind,99
Divided We Fall,120
Whatever Happened to Harold Smith?,95
Catch-22,121
Forgotten Silver,53
Point Break,120
Shag,98
Uncommon Valor,105
Unlawful Entry,117
Youngblood,110
Gentlemen Prefer Blondes,91
How to Marry a Millionaire,95
Macabre,72
The Seven Year Itch,105
There's No Business Like Show Business,117
Tootsie,116
The Boys Next Door,91
Too Late the Hero,145
The Trio,0
Pavilion of Women,116
Atlantis: The Lost Empire,95
Lara Croft: Tomb Raider,100
Dr. Dolittle 2,87
The Fast and the Furious,106
A.I. Artificial Intelligence,146
Baby Boy,130
Crazy/Beautiful,99
Pootie Tang,81
Snow days,90
Funny Felix,95
Down from the Mountain,98
Russian Doll,90
Sexy Beast,89
"South of Heaven, West of Hell",104
The Princess and the Warrior,135
The Closet,84
Wolves,40
The Crimson Rivers,106
Lumumba,115
Pandaemonium,124
Cats & Dogs,87
Kiss of the Dragon,98
Scary Movie 2,83
Lost and Delirious,103
Baise-moi,77
The Vertical Ray of the Sun,112
Alice,102
Another Woman,84
Beach Blanket Bingo,98
Big Deal on Madonna Street,106
The Cannonball Run,95
Cannonball Run II,108
Speed Zone,94
Diary of a Chambermaid,101
Donovan's Brain,83
Donovan's Reef,109
Dr. Goldfoot and the Bikini Machine,88
House of Usher,79
Faust,116
The Last Laugh,90
The Man Who Shot Liberty Valance,123
Salvador,123
September,82
Shadows and Fog,85
Something Wild,113
The Sons of Katie Elder,122
The Thing with Two Heads,91
Village of the Giants,81
X: The Man with the X-Ray Eyes,79
Nice Dreams,88
The Day the Earth Caught Fire,98
The House by the Cemetery,82
Things Are Tough All Over,90
All That Heaven Allows,89
The Barefoot Contessa,128
The Blackout,98
Cries and Whispers,91
The Entertainer,96
The Garden of the Finzi-Continis,95
Howling III: The Marsupials,94
Kiss Me Deadly,106
The Lion in Winter,134
The Misfits,124
Moby Dick,116
Popcorn,91
Rembrandt,85
Sweet Smell of Success,96
Written on the Wind,99
The 10th Victim,92
Colonel Redl,144
Obsession,98
Suspiria,98
Fist of Fury,108
Christiane F.,138
The Big Boss,100
Game of Death,94
The Last Dragon,108
Outland,112
The Way of the Dragon,100
T-Rex: Back to the Cretaceous,45
Final Fantasy: The Spirits Within,106
Legally Blonde,96
The Score,124
Adanggaman,90
Bully,113
Jump Tomorrow,97
Made,94
Michael Jordan to the Max,46
More,6
Thrill Ride: The Science of Fun,0
Haunted Castle,38
All Access: Front Row. Backstage. Live!,0
Africa: The Serengeti,40
Alaska: Spirit of the Wild,40
Encounter in the Third Dimension,40
Siegfried & Roy: The Magic Box,50
18 Again!,93
1969,95
The Accidental Tourist,121
The Accused,111
Above the Law,99
The Adventures of Baron Munchausen,126
Apartment Zero,124
Appointment with Death,102
Ariel,69
Arthur 2: On the Rocks,113
Bad Dreams,86
Bat*21,105
Beaches,123
The Beast of War,111
Big Business,97
Big Top Pee-wee,86
Biloxi Blues,106
Bird,161
The Blob,95
The Boost,95
"Bright Lights, Big City",107
Caddyshack II,98
Camille Claudel 1915,95
Casual Sex?,88
Clean and Sober,124
Cocktail,104
Colors,120
Coming to America,116
The Couch Trip,97
Criminal Law,117
Critters,82
Critters 2,86
Critters 3,86
Crossing Delancey,97
D.O.A.,96
Dead Heat,86
The Dead Pool,91
Dirty Rotten Scoundrels,110
Drowning by Numbers,118
"Elvira, Mistress of the Dark",96
Ernest Saves Christmas,95
Everybody's All-American,127
Feds,90
For Keeps,98
Frantic,120
Fresh Horses,105
Gorillas in the Mist,129
The Great Outdoors,91
Heartbreak Hotel,97
High Spirits,99
Hot to Trot,88
The House on Carroll Street,101
Howling IV: The Original Nightmare,94
Imagine: John Lennon,100
Johnny Be Good,91
Lady in White,112
The Lair of the White Worm,93
The Land Before Time,69
License to Drive,90
Little Nikita,98
Masquerade,91
The Milagro Beanfield War,117
Moon Over Parador,103
Moving,89
My Stepmother is an Alien,108
A Night in the Life of Jimmy Reardon,90
Off Limits,102
Bagdad Cafe,95
Permanent Record,91
Red Heat,104
Return of the Living Dead Part II,89
The Return of the Living Dead,91
Return to Snowy River,110
The Man from Snowy River,104
Rocket Gibraltar,99
Running on Empty,116
Salome's Last Dance,89
Salsa,98
Satisfaction,92
The Serpent and the Rainbow,98
Shakedown,112
Shoot to Kill,109
Short Circuit 2,110
Short Circuit,98
The Vanishing,107
Stormy Monday,93
Sunset,102
Sweet Hearts Dance,101
Switching Channels,105
The Telephone,78
Tetsuo: The Iron Man,67
They Live,94
To Kill a Priest,117
Torch Song Trilogy,120
Track 29,86
Tucker: The Man and His Dream,110
Twins,107
Vice Versa,98
Watchers,91
Waxwork,95
Without a Clue,107
Young Einstein,91
Always,122
American Ninja,95
American Ninja 2: The Confrontation,90
American Ninja 3: Blood Hunt,89
Best of the Best 2,101
The Big Picture,100
Bill & Ted's Excellent Adventure,90
Black Rain,125
Blaze,117
Blind Fury,86
Breaking In,94
C.H.U.D. II: Bud the Chud,85
Casualties of War,113
Chances Are,108
Cookie,94
Cyborg,86
Dad,117
Dead Bang,105
Disorganized Crime,98
Dream a Little Dream,114
The Dream Team,113
A Dry White Season,97
Earth Girls Are Easy,100
Eddie and the Cruisers II: Eddie Lives!,104
Eddie and the Cruisers,95
Enemies: A Love Story,119
Erik the Viking,107
The Experts,94
Family Business,110
Farewell to the King,117
Fat Man and Little Boy,127
The Girl in a Swing,119
Gleaming the Cube,109
Going Overboard,99
Great Balls of Fire!,108
Gross Anatomy,109
Happy Together,102
Harlem Nights,116
Her Alibi,94
Homer and Eddie,102
How to Get Ahead in Advertising,94
Immediate Family,95
In Country,120
An Innocent Man,113
Jacknife,102
The January Man,97
Johnny Handsome,94
Jesus of Montreal,119
K-9,101
Kickboxer,97
Last Exit to Brooklyn,102
Lean On Me,108
Let It Ride,90
Leviathan,98
Little Monsters,102
Lock Up,115
Look Who's Talking,93
Loverboy,98
Major League,107
Meet the Feebles,94
Millennium,108
Miracle Mile,87
Miss Firecracker,102
New York Stories,124
Next of Kin,108
No Holds Barred,93
Old Gringo,120
The Package,108
Parents,81
Penn & Teller Get Killed,89
Pink Cadillac,122
The Punisher,89
Red Scorpion,105
Jurassic Park III,92
America's Sweethearts,102
Brother,114
Ghost World,111
