4335,18 Again!,93
4336,1969,95
4337,The Accidental Tourist,121
4338,The Accused,111
4339,Above the Law,99
4340,The Adventures of Baron Munchausen,126
4341,Apartment Zero,124
4342,Appointment with Death,102
4343,Ariel,69
4344,Arthur 2: On the Rocks,113
4345,Bad Dreams,86
4346,Bat*21,105
4347,Beaches,123
4348,The Beast of War,111
4349,Big Business,97
4350,Big Top Pee-wee,86
4351,Biloxi Blues,106
4352,Bird,161
4353,The Blob,95
4354,The Boost,95
4355,"Bright Lights, Big City",107
4356,Caddyshack II,98
4357,Camille Claudel 1915,95
4358,Casual Sex?,88
4359,Clean and Sober,124
4360,Cocktail,104
4361,Colors,120
4362,Coming to America,116
4363,The Couch Trip,97
4364,Criminal Law,117
4365,Critters,82
4366,Critters 2,86
4367,Critters 3,86
4368,Crossing Delancey,97
4369,D.O.A.,96
4370,Dead Heat,86
4371,The Dead Pool,91
4372,Dirty Rotten Scoundrels,110
4373,Drowning by Numbers,118
4374,"Elvira, Mistress of the Dark",96
4375,Ernest Saves Christmas,95
4376,Everybody's All-American,127
4377,Feds,90
4378,For Keeps,98
4379,Frantic,120
4380,Fresh Horses,105
4381,Gorillas in the Mist,129
4382,The Great Outdoors,91
4383,Heartbreak Hotel,97
4384,High Spirits,99
4385,Hot to Trot,88
4386,The House on Carroll Street,101
4387,Howling IV: The Original Nightmare,94
4388,Imagine: John Lennon,100
4389,Johnny Be Good,91
4390,Lady in White,112
4391,The Lair of the White Worm,93
4392,The Land Before Time,69
4393,License to Drive,90
4394,Little Nikita,98
4395,Masquerade,91
4396,The Milagro Beanfield War,117
4397,Moon Over Parador,103
4398,Moving,89
4399,My Stepmother is an Alien,108
4400,A Night in the Life of Jimmy Reardon,90
4401,Off Limits,102
4402,Bagdad Cafe,95
4403,Permanent Record,91
4404,Red Heat,104
4405,Return of the Living Dead Part II,89
4406,The Return of the Living Dead,91
4407,Return to Snowy River,110
4408,The Man from Snowy River,104
4409,Rocket Gibraltar,99
4410,Running on Empty,116
4411,Salome's Last Dance,89
4412,Salsa,98
4413,Satisfaction,92
4414,The Serpent and the Rainbow,98
4415,Shakedown,112
4416,Shoot to Kill,109
4417,Short Circuit 2,110
4418,Short Circuit,98
4419,The Vanishing,107
4420,Stormy Monday,93
4421,Sunset,102
4422,Sweet Hearts Dance,101
4423,Switching Channels,105
4424,The Telephone,78
4425,Tetsuo: The Iron Man,67
4426,They Live,94
4427,To Kill a Priest,117
4428,Torch Song Trilogy,120
4429,Track 29,86
4430,Tucker: The Man and His Dream,110
4431,Twins,107
4432,Vice Versa,98
4433,Watchers,91
4434,Waxwork,95
4435,Without a Clue,107
4436,Young Einstein,91
4437,Always,122
4438,American Ninja,95
4439,American Ninja 2: The Confrontation,90
4440,American Ninja 3: Blood Hunt,89
4441,Best of the Best 2,101
4442,The Big Picture,100
4443,Bill & Ted's Excellent Adventure,90
4444,Black Rain,125
4445,Blaze,117
4446,Blind Fury,86
4447,Breaking In,94
4448,C.H.U.D. II: Bud the Chud,85
4449,Casualties of War,113
4450,Chances Are,108
4451,Cookie,94
4452,Cyborg,86
4453,Dad,117
4454,Dead Bang,105
4455,Disorganized Crime,98
4456,Dream a Little Dream,114
4457,The Dream Team,113
4458,A Dry White Season,97
4459,Earth Girls Are Easy,100
4460,Eddie and the Cruisers II: Eddie Lives!,104
4461,Eddie and the Cruisers,95
4462,Enemies: A Love Story,119
4463,Erik the Viking,107
4464,The Experts,94
4465,Family Business,110
4466,Farewell to the King,117
4467,Fat Man and Little Boy,127
4468,The Girl in a Swing,119
4469,Gleaming the Cube,109
4470,Going Overboard,99
4471,Great Balls of Fire!,108
4472,Gross Anatomy,109
4473,Happy Together,102
4474,Harlem Nights,116
4475,Her Alibi,94
4476,Homer and Eddie,102
4477,How to Get Ahead in Advertising,94
4478,Immediate Family,95
4479,In Country,120
4480,An Innocent Man,113
4481,Jacknife,102
4482,The January Man,97
4483,Johnny Handsome,94
4484,Jesus of Montreal,119
4485,K-9,101
4486,Kickboxer,97
4487,Last Exit to Brooklyn,102
4488,Lean On Me,108
4489,Let It Ride,90
4490,Leviathan,98
4491,Little Monsters,102
4492,Lock Up,115
4493,Look Who's Talking,93
4494,Loverboy,98
4495,Major League,107
4496,Meet the Feebles,94
4497,Millennium,108
4498,Miracle Mile,87
4499,Miss Firecracker,102
4500,New York Stories,124
4501,Next of Kin,108
4502,No Holds Barred,93
4503,Old Gringo,120
4504,The Package,108
4505,Parents,81
4506,Penn & Teller Get Killed,89
4507,Pink Cadillac,122
4508,The Punisher,89
4509,Red Scorpion,105
4510,Jurassic Park III,92
4511,America's Sweethearts,102
4512,Brother,114
4513,Ghost World,111
4514,Hedwig and the Angry Inch,95
4515,Planet of the Apes,119
4516,Bread and Tulips,114
4517,Cure,111
4518,Greenfingers,91
4519,Jackpot,97
4520,The Monkey's Mask,93
4521,Wet Hot American Summer,97
4522,Relentless,92
4523,Renegades,106
4524,The Return of Swamp Thing,84
4525,The Return of the Musketeers,102
4526,Road House,114
4527,Romero,105
4528,Rosalie Goes Shopping,94
4529,Rude Awakening,98
4530,Santa Sangre,123
4531,Scandal,115
4532,Scenes from the Class Struggle in Beverly Hills,95
4533,Sea of Love,113
4534,"See No Evil, Hear No Evil",103
4535,She's Out of Control,97
4536,Shirley Valentine,108
4537,Shocker,109
4538,Skin Deep,97
4539,Slaves of New York,124
4540,Some Girls,94
4541,Stepfather II: Make Room For Daddy,93
4542,The Stepfather,89
4543,Sweetie,97
4544,The Tall Guy,92
4545,Tango & Cash,104
4546,Tap,111
4547,Three Fugitives,96
4548,Troop Beverly Hills,105
4549,Turner & Hooch,100
4550,UHF,97
4551,Uncle Buck,100
4552,Vampire's Kiss,103
4553,The War of the Roses,116
4554,Warlock,103
4555,The Wizard,100
4556,Worth Winning,103
4557,Warlock: The Armageddon,98
4558,Weekend at Bernie's II,97
4559,Billy Liar,93
4560,Black Robe,101
4561,The Cat o' Nine Tails,110
4562,The Cotton Club,127
4563,Def-Con 4,88
4564,The Hotel New Hampshire,109
4565,Idiot Box,85
4566,Left Luggage,100
4567,Who'll Stop the Rain,126
4568,"Zorro, The Gay Blade",93
4569,Basket Case,91
4570,Orphans,101
4571,Original Sin,118
4572,The Princess Diaries,115
4573,Rush Hour 2,90
4574,Thomas in Love,97
4575,Chocolat,105
4576,Hatari!,157
4577,La Cage aux folles,99
4578,La Cage aux folles II,101
4579,Liebestraum,112
4580,Marat/Sade,116
4581,Paint Your Wagon,158
4582,The Shootist,100
4583,Theremin: An Electronic Odyssey,83
4584,The Wild Child,83
4585,Altered States,102
4586,Any Which Way You Can,115
4587,The Awakening,105
4588,Bad Timing,123
4589,The Big Brawl,95
4590,American Pie 2,108
4591,Osmosis Jones,95
4592,The Others,101
4593,American Outlaws,94
4594,All Over the Guy,95
4595,The Deep End,101
4596,On the Edge,85
4597,Session 9,100
4598,The Turandot Project,87
4599,Captain Corelli's Mandolin,131
4600,Rat Race,112
4601,Aberdeen,113
4602,Innocence,94
4603,Bubble Boy,84
4604,The Curse of the Jade Scorpion,103
4605,Jay and Silent Bob Strike Back,104
4606,Ghosts of Mars,98
4607,Summer Catch,108
4608,An American Rhapsody,106
4609,Happy Accidents,110
4610,Lisa Picard Is Famous,90
4611,Maybe Baby,104
4612,Together,106
4613,Punks,91
4614,Tortilla Soup,103
4615,Jeepers Creepers,90
4616,O,95
4617,Waking Up in Reno,91
4618,Speedway Junky,104
4619,3 Ninjas,84
4620,3 Ninjas Kick Back,93
4621,3 Ninjas Knuckle Up,85
4622,The Hunter,93
4623,Maniac,87
4624,Vamp,93
4625,The Wicker Man,99
4626,Wish Upon a Star,89
4627,The Musketeer,104
4628,Rock Star,105
4629,Soul Survivors,84
4630,Two Can Play That Game,90
4631,Bounce: Behind The Velvet Rope,71
4632,Diamond Men,100
4633,Djomeh,94
4634,The Iron Ladies,104
4635,Kill Me Later,89
4636,L.I.E.,97
4637,Our Lady of the Assassins,101
4638,Abbott and Costello Meet the Mummy,79
4639,"Dr. Mabuse, the Gambler",270
4640,Into the Arms of Strangers: Stories of the Kindertransport,122
4641,The Glass House,106
4642,Hardball,106
4643,Dinner Rush,99
4644,Haiku Tunnel,88
4645,Big Trouble,85
4646,Glitter,104
4647,Training Day,122
4648,The American Astronaut,91
4649,Children Underground,104
4650,Go Tigers!,103
4651,Liam,90
4652,Megiddo: The Omega Code 2,104
4653,Sidewalks of New York,107
4654,The Endurance: Shackleton's Legendary Antarctic Expedition,97
4655,The French Lieutenant's Woman,124
4656,The Great Silence,100
4657,The Legend of Hell House,95
4658,Little Man Tate,99
4659,Moscow Does Not Believe in Tears,142
4660,Phantom of the Paradise,92
4661,The Return of a Man Called Horse,129
4662,Valdez Is Coming,90
4663,13 Ghosts,85
4664,Montenegro,96
4665,Opera,107
4666,Father Goose,118
4667,The Grass Is Greener,104
4668,A Hole in the Head,120
4669,Indiscreet,100
4670,"It's a Mad, Mad, Mad, Mad World",163
4671,King Solomon's Mines,80
4672,The Little Foxes,115
4673,Operation Petticoat,124
4674,Play Misty for Me,102
4675,Pocketful of Miracles,136
4676,Sayonara,147
4677,The Shop on Main Street,128
4678,Spring Break,102
4679,The Vanishing,109
4680,Silkwood,131
4681,I Never Promised You a Rose Garden,96
4682,Quadrophenia,120
4683,SpaceCamp,107
4684,When Worlds Collide,83
4685,Don't Say a Word,113
4686,Hearts in Atlantis,101
4687,Zoolander,89
4688,Born Romantic,96
4689,Extreme Days,93
4690,Va Savoir (Who Knows?),154
4691,Won't Anybody Listen,0
4692,Joy Ride,97
4693,Max Keeble's Big Move,86
4694,Serendipity,90
4695,Grateful Dawg,81
4696,La Cienaga,103
4697,The Big Red One,113
4698,The Boogey Man,82
4699,The Party,110
4700,Lady in a Cage,94
4701,Brubaker,125
4702,Can't Stop the Music,124
4703,Carny,107
4704,The Changeling,107
4705,Cheech & Chong's Next Movie,99
4706,Coal Miner's Daughter,125
4707,The Competition,123
4708,Cruising,102
4709,D.O.A.,95
4710,Death Ship,91
4711,The Last Metro,131
4712,Divine Madness,95
4713,The Dogs of War,118
4714,The Learning Curve,113
4715,Bandits,123
4716,Corky Romano,86
4717,Iron Monkey,90
4718,Fat Girl,86
4719,Mulholland Drive,147
4720,My First Mister,109
4721,Spriggan,90
4722,Things Behind the Sun,120
4723,Bones,96
4724,Brannigan,111
4725,Clambake,100
4726,Dirty Harry,102
4727,Destiny in Space,40
4728,Fiddler on the Roof,181
4729,Hail Columbia!,37
4730,Kansas,110
4731,Making the Grade,105
4732,Mission to Mir,40
4733,Not Without My Daughter,116
4734,Female Trouble,97
4735,Titanica,95
4736,From Hell,122
4737,The Last Castle,131
4738,Riding in Cars with Boys,132
4739,Bangkok Dangerous,105
4740,Burnt Money,125
4741,Dancing at the Blue Iguana,123
4742,Focus,106
4743,Intimacy,119
4744,Waking Life,99
4745,K-PAX,120
4746,On the Line,85
4747,Thir13en Ghosts,91
4748,Better Than Sex,84
4749,Donnie Darko,113
4750,High Heels and Low Lifes,86
4751,Life as a House,125
4752,The Man Who Wasn't There,116
4753,Ouch,103
4754,The Town Is Quiet,133
4755,Trembling Before G-d,0
4756,Domestic Disturbance,89
4757,"Monsters, Inc.",92
4758,The One,87
4759,Tape,86
4760,Heist,107
4761,Shallow Hal,114
4762,King of the Jungle,87
4763,Maze,97
4764,When a Stranger Calls,97
4765,Timerider: The Adventure of Lyle Swann,94
4766,The Wash,93
4767,Harry Potter and the Philosopher's Stone,152
4768,The Fluffer,95
4769,Novocaine,95
4770,Black Knight,95
4771,Out Cold,89
4772,Spy Game,126
4773,The Devil's Backbone,106
4774,In the Bedroom,130
4775,The Way We Laughed,124
4776,Hell Up In Harlem,94
4777,Bucktown,94
4778,Across 110th Street,102
4779,Le Petit Soldat,88
4780,The Incredible Shrinking Woman,88
4781,Katie Tippel,102
4782,Jabberwocky,105
4783,Funny Girl,149
4784,Circus of Horrors,92
4785,Breathless,90
4786,The Beastmaster,118
4787,Midway,132
4788,MacArthur,130
4789,The Young Lions,167
4790,Subway,104
4791,"Now, Voyager",117
4792,Little Women,115
4793,Halls of Montezuma,113
4794,Guadalcanal Diary,93
4795,Anzio,117
4796,The Cheap Detective,92
4797,Everybody's Famous!,0
4798,The Last Wave,106
4799,That Obscure Object of Desire,105
4800,The Toy,102
4801,Funeral in Berlin,102
4802,Don't Go in the House,82
4803,Dressed to Kill,105
4804,The Earthling,97
4805,The Exterminator,101
4806,The Falls,195
4807,Fame,134
4808,Fatso,93
4809,The Aviator's Wife,104
4810,The Final Countdown,103
4811,The First Deadly Sin,112
4812,Flash Gordon,111
4813,The Angry Red Planet,83
4814,At the Earth's Core,90
4815,Empire of the Ants,89
4816,The Enforcer,96
4817,An Eye for an Eye,106
4818,The Gauntlet,109
4819,I Bury the Living,76
4820,Invasion U.S.A.,107
4821,Lone Wolf McQuade,107
4822,Lord of the Flies,90
4823,Morons from Outer Space,90
4824,The People That Time Forgot,90
4825,Ocean's Eleven,127
4826,The Sicilian,116
4827,The Stunt Man,131
4828,Sudden Impact,117
4829,Behind Enemy Lines,106
4830,The Affair of the Necklace,118
4831,The Independent,95
4832,Porn Star: The Legend of Ron Jeremy,80
4833,Texas Rangers,110
4834,Ocean's Eleven,116
4835,Baran,94
4836,The Business of Strangers,84
4837,The Incredible Shrinking Man,81
4838,No Man's Land,98
4839,PiÃ±ero,103
4840,And Then There Were None,97
4841,The Blue Angel,108
4842,Moscow on the Hudson,115
4843,The Owl and the Pussycat,95
4844,AmÃ©lie,122
4845,Not Another Teen Movie,89
4846,Vanilla Sky,136
4847,Iris,91
4848,Kandahar,85
4849,Lantana,121
4850,The Royal Tenenbaums,110
4851,Bill & Ted's Bogus Journey,98
4852,Clockwise,96
4853,The Crawling Eye,84
4854,The Holcroft Covenant,112
4855,Morgan: A Suitable Case for Treatment,97
4856,Sheena,117
4857,Silent Rage,103
4858,Spacehunter: Adventures in the Forbidden Zone,90
4859,White Water Summer,90
4860,How High,93
4861,Jimmy Neutron: Boy Genius,83
4862,Joe Somebody,99
4863,Kate & Leopold,118
4864,The Lord of the Rings: The Fellowship of the Ring,178
4865,The Majestic,152
4866,A Beautiful Mind,135
4867,Little Otik,132
4868,The Convent,79
4869,The Defiant Ones,96
4870,Dodsworth,101
4871,Medium Cool,111
4872,Sahara,97
4873,Fritz the Cat,78
4874,The Nine Lives of Fritz the Cat,77
4875,The Party,99
4876,Separate Tables,100
4877,Sex and Zen,99
4878,Topkapi,119
4879,Witness for the Prosecution,116
4880,Ali,157
4881,Black Hawk Down,144
4882,Charlotte Gray,121
4883,Yentl,132
4884,Gosford Park,137
4885,I Am Sam,132
4886,Monster's Ball,111
4887,The Shipping News,111
4888,The Big Heat,89
4889,Motorama,90
4890,Queen Bee,95
4891,Silent Trigger,93
4892,Murder by Death,94
4893,The Servant,116
4894,The Waterdance,106
4895,Come Undone,100
4896,Orange County,82
4897,Brotherhood of the Wolf,137
4898,Another 48 Hrs.,95
4899,What Time Is It There?,116
4900,China Moon,99
4901,The Umbrella Woman,98
4902,Maria's Lovers,109
4903,Romantic Comedy,103
4904,The Russia House,122
4905,Truly Madly Deeply,106
4906,Wuthering Heights,104
4907,California Suite,103
4908,The Long Gray Line,138
4909,The Flight of Dragons,96
4910,Dragonslayer,108
4911,Conan the Destroyer,103
4912,Fire and Ice,81
4913,Forbidden Zone,74
4914,The Formula,117
4915,Foxes,106
4916,Galaxina,95
4917,Impostor,102
4918,Kung Pow: Enter the Fist,81
4919,Snow Dogs,99
4920,48 Hrs.,96
4921,The Farewell,91
4922,Italian for Beginners,112
4923,Time of Favor,102
4924,Blankman,96
4925,Brainstorm,106
4926,Dragon: The Bruce Lee Story,120
4927,The Enigma of Kaspar Hauser,109
4928,4 for Texas,124
4929,Heart of Glass,94
4930,Little Dieter Needs to Fly,80
4931,M*A*S*H,116
4932,Mrs. Soffel,112
4933,Seconds,100
4934,One-Eyed Jacks,141
4935,The Count of Monte Cristo,131
4936,The Mothman Prophecies,119
4937,A Walk to Remember,101
4938,American Adobo,104
4939,Beijing Bicycle,113
4940,Hey Happy,0
4941,MaelstrÃ¶m,87
4942,Metropolis,108
4943,The Son's Room,99
4944,Storytelling,87
4945,Waydowntown,84
4946,The Adventures of Huck Finn,108
4947,Cousins,109
4948,Falling in Love,102
4949,Young at Heart,117
4950,Slackers,86
4951,Birthday Girl,93
4952,A Rumor of Angels,106
4953,Rare Birds,99
4954,Caged Heat,83
4955,Carmen Jones,105
4956,The Five Heartbeats,121
4957,Get Out Your Handkerchiefs,108
4958,Going Places,117
4959,Honky Tonk Freeway,107
4960,The Hunchback of Notre Dame,115
4961,The Magnificent One,95
4962,Big Fat Liar,88
4963,Collateral Damage,108
4964,Rollerball,98
4965,"Scotland, Pa.",104
4966,Baby's Day Out,99
4967,Bright Eyes,85
4968,Dimples,79
4969,Heidi,88
4970,The Man Who Loved Women,110
4971,Richard Pryor: Here and Now,95
4972,Rookie of the Year,103
4973,The Sandlot,101
4974,Cows,96
4975,Don't Look Now,110
4976,Crossroads,93
4977,Hart's War,125
4978,John Q,116
4979,Return to Never Land,72
4980,Super Troopers,100
4981,The Good Son,87
4982,Last Orders,109
4983,After the Fox,108
4984,The Bad and the Beautiful,118
4985,Cast a Giant Shadow,146
4986,Designing Woman,118
4987,Funny Lady,136
4988,The Heartbreak Kid,106
4989,Saturday Night and Sunday Morning,89
4990,Sleuth,138
4991,Stroszek,107
4992,Summer of '42,103
4993,A Touch of Class,106
4994,Town Without Pity,105
4995,Used Cars,113
4996,The Deadly Mantis,79
4997,Dragonfly,104
4998,Queen of the Damned,101
4999,Big Bad Love,111
5000,Green Dragon,115
5001,How to Kill Your Neighbor's Dog,107
5002,The Last Man,95
5003,Maryam,87
5004,Mean Machine,99
5005,Monsoon Wedding,114
5006,Wendigo,91
5007,Scratch,92
5008,State Property,88
5009,The Bad News Bears,102
5010,The Bad News Bears Go to Japan,91
5011,The Bad News Bears in Breaking Training,100
5012,The Firemen's Ball,71
5013,The Lone Ranger,86
5014,The Lone Ranger and the Lost City of Gold,81
5015,Loves of a Blonde,81
5016,Vampire Hunter D: Bloodlust,103
5017,Wild Strawberries,91
5018,Black Like Me,105
5019,Cattle Queen of Montana,88
5020,Under the Skin,82
5021,40 Days and 40 Nights,94
5022,We Were Soldiers,138
5023,Trouble Every Day,101
5024,The Arena,82
5025,The Big Bird Cage,96
5026,The Big Doll House,95
5027,The Church,102
5028,Cross Creek,127
5029,FernGully: The Last Rainforest,76
5030,Hell of the Living Dead,101
5031,Intersection,98
5032,"Jo Jo Dancer, Your Life Is Calling",97
5033,StageFright: Aquarius,90
5034,A Troll in Central Park,76
5035,Zombie Flesh Eaters,91
5036,The Amazing Quest of Ernest Bliss,80
5037,My Favorite Brunette,87
5038,Royal Wedding,93
5039,Scarlet Street,103
5040,All About the Benjamins,95
5041,The Time Machine,96
5042,Full Frontal,96
5043,Divorcing Jack,110
5044,The Field,110
5045,Hidden Agenda,108
5046,The Magnificent Ambersons,88
5047,Fun,105
5048,Gloria,123
5049,The Great Rock 'n' Roll Swindle,103
5050,Hangar 18,97
5051,Hawk the Slayer,90
5052,He Knows You're Alone,94
5053,Heaven's Gate,219
5054,Hero at Large,98
5055,Honeysuckle Rose,119
5056,Hopscotch,106
5057,How to Beat the High Co$t of Living,105
5058,Humanoids from the Deep,80
5059,Inside Moves,113
5060,The Island,114
5061,The Jazz Singer,115
5062,Who's Singin' Over There?,86
5063,Zombie Lake,87
5064,Lion of the Desert,173
5065,Little Darlings,96
5066,The Long Good Friday,114
5067,The Long Riders,99
5068,The Man Who Saw Tomorrow,90
5069,Eaten Alive!,92
5070,Mon Oncle d'AmÃ©rique,125
5071,The Monster Club,104
5072,Death Watch,130
5073,Motel Hell,102
5074,Mother's Day,90
5075,The Mountain Men,102
5076,The Ninth Configuration,118
5077,Burial Ground,85
5078,The Nude Bomb,94
5079,The Octagon,104
5080,"Oh, God! Book II",94
5081,"Oh, God!",98
5082,Oh Heavenly Dog,103
5083,"Pepi, Luci, Bom",82
5084,Super Fuzz,104
5085,Ice Age,81
5086,Resident Evil,100
5087,Showtime,95
5088,Harrison's Flowers,130
5089,Kissing Jessica Stein,97
5090,Pauline & Paulette,78
5091,Promises,106
5092,Y Tu MamÃ¡ TambiÃ©n,106
5093,All the Right Moves,91
5094,Barabbas,137
5095,The Ghost Breakers,85
5096,I Think I Do,90
5097,The Paleface,91
5098,Road to Morocco,82
5099,Road to Singapore,85
5100,Road to Utopia,90
5101,Road to Zanzibar,91
5102,Split Second,90
5103,A Tale of Springtime,103
5104,Taps,126
5105,Return of the Secaucus Seven,104
5106,Rude Boy,133
5107,Running Scared,96
5108,Seems Like Old Times,102
5109,Serial,86
5110,The Young Master,101
5111,Shogun Assassin,85
5112,Simon,97
5113,Smokey and the Bandit II,100
5114,Smokey and the Bandit,96
5115,Smokey and the Bandit Part 3,85
5116,Spetters,120
5117,Stir Crazy,111
5118,SÃ¤llskapsresan - eller finns det svenskt kaffe pÃ¥ grisfesten?,107
5119,Teheran '43,192
5120,Tender Cousins,92
5121,Blade II,117
5122,Sorority Boys,93
5123,Stolen Summer,91
5124,In The Winter Dark,92
5125,George Washington,89
5126,Homicidal,87
5127,Life Is to Whistle,106
5128,The Light at the Edge of the World,128
5129,Mr. Sardonicus,89
5130,Strait-Jacket,93
5131,Clockstoppers,94
5132,Death to Smoochy,109
5133,Panic Room,111
5134,The Rookie,127
5135,No Such Thing,102
5136,The Piano Teacher,131
5137,Teddy Bears' Picnic,80
5138,30 YEARS TO LIFE,0
5139,Time Out,134
5140,Very Annie Mary,104
5141,Bar Girls,93
5142,Boxcar Bertha,92
5143,Crimes of Passion,112
5144,The Evil That Men Do,90
5145,Fraternity Vacation,94
5146,Impromptu,107
5147,Salmonberries,95
5148,The Wrong Guys,86
5149,High Crimes,115
5150,National Lampoonâ€™s Van Wilder,92
5151,Crush,112
5152,Lucky Break,107
5153,Les DestinÃ©es sentimentales,180
5154,"After Dark, My Sweet",114
5155,The Atomic Cafe,86
5156,Body and Soul,104
5157,First Men in the Moon,103
5158,Rashomon,88
5159,Slap Shot,123
5160,Changing Lanes,89
5161,Frailty,100
5162,New Best Friend,91
5163,The Sweetest Thing,84
5164,The Cat's Meow,114
5165,Human Nature,96
5166,My Big Fat Greek Wedding,95
5167,3:10 to Yuma,92
5168,Bite the Bullet,132
5169,Breakout,96
5170,Joe Versus the Volcano,102
5171,"Rome, Open City",100
5172,Return of the Killer Tomatoes!,98
5173,Return to Horror High,95
5174,Taking Care of Business,108
5175,Three Men and a Baby,102
5176,Three Men and a Little Lady,104
5177,Transylvania 6-5000,93
5178,The Watcher in the Woods,83
5179,Murder by Numbers,120
5180,The Scorpion King,92
5181,Behind the Sun,105
5182,Chelsea Walls,109
5183,Enigma,119
5184,Girls Can't Swim,102
5185,Joshua,91
5186,Nine Queens,114
5187,Spooky House,0
5188,The Triumph of Love,112
5189,World Traveler,0
5190,Jason X,91
5191,Life or Something Like It,103
5192,Dogtown and Z-Boys,91
5193,"Frank McKlusky, C.I.",83
5194,In Praise of Love,97
5195,Rain,92
5196,Salton Sea,103
5197,Some Body,77
5198,Vulgar,87
5199,The Aviator,96
5200,Bob le Flambeur,98
5201,Cadillac Man,97
5202,The Coca-Cola Kid,98
5203,Cuba,122
5204,Delirious,96
5205,Full Moon in Blue Water,95
5206,Husbands and Wives,108
5207,Joe,107
5208,Lenny,111
5209,Nomads,93
5210,The Temp,99
5211,Thief of Hearts,100
5212,Triumph of the Spirit,120
5213,Wild Orchid,105
5214,Deuces Wild,96
5215,Hollywood Ending,112
5216,Spider-Man,121
5217,The Mystic Masseur,117
5218,Warm Water Under a Red Bridge,122
5219,The Big Sleep,100
5220,Butterflies Are Free,109
5221,Cactus Flower,103
5222,The Cassandra Crossing,129
5223,The Giant Spider Invasion,84
5224,Iron Will,108
5225,Mountains of the Moon,136
5226,Rambling Rose,112
5227,The Survivors,103
5228,White Fang,107
5229,White Fang 2: Myth of the White Wolf,106
5230,The New Guy,88
5231,Unfaithful,124
5232,The Lady and the Duke,129
5233,Whore,85
5234,My Beautiful Laundrette,97
5235,Ballad of a Soldier,88
5236,Big Bad Mama,83
5237,Big Bad Mama II,83
5238,Beyond the Darkness,94
5239,Calamity Jane,101
5240,The Cranes Are Flying,97
5241,Devil Doll,81
5242,The Harvey Girls,102
5243,The Lady in Red,93
5244,About a Boy,101
5245,Star Wars: Episode II - Attack of the Clones,142
5246,The Believer,98
5247,The Importance of Being Earnest,97
5248,The Charge of the Light Brigade,139
5249,Every Which Way But Loose,110
5250,The Hound of the Baskervilles,87
5251,I Want to Live!,120
5252,The Last Waltz,117
5253,The Pride and the Passion,125
5254,Enough,114
5255,Insomnia,118
5256,Spirit: Stallion of the Cimarron,83
5257,CQ,88
5258,Thirteen Conversations About One Thing,104
5259,Bus Stop,96
5260,Cowboy,92
5261,Don't Bother to Knock,76
5262,The Gambler,111
5263,Let's Make Love,114
5264,Monkey Business,97
5265,Requiem for a Heavyweight,95
5266,River of No Return,91
5267,The Sum of All Fears,124
5268,Undercover Brother,86
5269,The Diaries of Vaslav Nijinsky,95
5270,The Sleepy Time Gal,108
5271,84 Charing Cross Road,100
5272,Dakota,82
5273,The Desert Rats,88
5274,Season's Beatings,106
5275,Nora,106
5276,Rapid Fire,95
5277,Silent Running,89
5278,Summer Holiday,103
5279,The Villain,89
5280,Zombie Holocaust,84
5281,Bad Company,116
5282,Divine Secrets of the Ya-Ya Sisterhood,116
5283,Cherish,99
5284,Atanarjuat: The Fast Runner,172
5285,The Bourne Identity,119
5286,Scooby-Doo,88
5287,Windtalkers,134
5288,The Dangerous Lives of Altar Boys,104
5289,The Emperor's New Clothes,107
5290,Gangster No. 1,103
5291,Harvard Man,99
5292,Dark Blue World,112
5293,Bad Company,93
5294,Caveman,91
5295,Cheech & Chong's The Corsican Brothers,82
5296,5 Card Stud,103
5297,For a Lost Soldier,92
5298,Goin' South,109
5299,Hero and the Terror,96
5300,Silver Bullet,95
5301,"Sorry, Wrong Number",89
5302,Hombre,111
5303,The Horse's Mouth,95
5304,The Manhattan Project,118
5305,Men at Work,98
5306,S.O.B.,121
5307,She Wore a Yellow Ribbon,103
5308,Traces of Red,105
5309,V.I. Warshawski,89
5310,Juwanna Mann,91
5311,Lilo & Stitch,85
5312,Minority Report,145
5313,Rabbit-Proof Fence,94
5314,Sunshine State,141
5315,Hey Arnold! The Movie,76
5316,Mr. Deeds,96
5317,Lovely & Amazing,91
5318,Pumpkin,113
5319,Look Who's Talking Now!,96
5320,Lost in Yonkers,114
5321,Mo' Money,97
5322,The Object of Beauty,103
5323,Wagons East!,107
5324,Zebrahead,102
5325,Like Mike,99
5326,Men in Black II,88
5327,The Powerpuff Girls Movie,77
5328,Me Without You,107
5329,The Crocodile Hunter: Collision Course,90
5330,Reign of Fire,101
5331,Road to Perdition,117
5332,All About Lily Chou-Chou,146
5333,My Wife Is an Actress,95
5334,Never Again,98
5335,20 Million Miles to Earth,82
5336,Grand Theft Auto,84
5337,The Importance of Being Earnest,95
5338,Perfect,115
5339,1776,142
5340,Fox and His Friends,123
5341,The Legend of Boggy Creek,90
5342,Z,127
5343,Halloween: Resurrection,94
5344,Sex and Lucia,128
5345,Eight Legged Freaks,99
5346,K-19: The Widowmaker,138
5347,Stuart Little 2,78
5348,Austin Powers in Goldmember,94
5349,The Country Bears,88
5350,The Kid Stays in the Picture,93
5351,Happy Times,102
5352,Tadpole,78
5353,Who Is Cletis Tout?,92
5354,Harry and Walter Go To New York,115
5355,The Merchant of Four Seasons,88
5356,Nosferatu the Vampyre,107
5357,The Big Bus,88
5358,The Eddy Duchin Story,123
5359,Fathom,99
5360,In Like Flint,114
